City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,ghazni,33.5536,68.4269,50.88,30,100,1.32,AF,1701253590
280,kruisfontein,-34.0033,24.7314,71.74,41,60,14.92,ZA,1701253591
281,klyuchi,52.2667,79.1667,37.4,50,100,10.78,RU,1701253591
282,igarka,67.4667,86.5833,-17.59,99,16,4.12,RU,1701253592
283,dul'durga,50.6761,113.5931,6.28,80,50,11.48,RU,1701253592
284,semey,50.4111,80.2275,41.22,48,0,13.42,KZ,1701253310
285,tokar,18.4254,37.729,87.87,51,21,17.94,SD,1701253593
286,siwa oasis,29.2041,25.5195,67.87,37,0,5.59,EG,1701253594
287,bechar,31.6167,-2.2167,61.12,16,0,0.0,DZ,1701253594
288,chaman,30.9236,66.4512,63.72,23,1,5.68,PK,1701253595
289,port douglas,-16.4833,145.4667,80.13,77,75,3.38,AU,1701253595
290,tabuk,17.4189,121.4443,77.34,87,69,3.31,PH,1701253596
291,grand rapids,42.9634,-85.6681,25.92,84,100,12.66,US,1701253310
292,azul,-36.777,-59.8585,65.19,97,100,6.82,AR,1701253597
293,mermoz boabab,14.7065,-17.4758,82.96,44,0,11.5,SN,1701253597
294,luquillo,18.3725,-65.7166,77.05,98,0,3.44,PR,1701253598
295,xunchang,28.4543,104.715,59.58,74,100,0.72,CN,1701253598
296,maputo,-25.9653,32.5892,85.68,51,75,17.27,MZ,1701253598
297,foca,38.6703,26.7566,66.07,75,100,31.41,TR,1701253599
298,aioun,16.6614,-9.6149,79.99,12,0,10.04,MR,1701253599
299,kaifeng,34.7911,114.3483,39.31,22,100,8.9,CN,1701253600
300,sao vicente,-23.9631,-46.3919,79.27,26,100,1.99,BR,1701253600
301,susuman,62.7833,148.1667,-8.21,99,100,1.39,RU,1701253601
302,wick,58.4333,-3.0833,39.25,81,75,14.97,GB,1701253601
303,nuku'alofa,-21.1333,-175.2,77.34,94,75,3.44,TO,1701253602
304,sabzevar,36.2126,57.6819,60.08,55,20,11.5,IR,1701253602
305,vallenar,-28.5708,-70.7581,61.9,65,0,0.67,CL,1701253603
306,fort st. john,56.2499,-120.8529,30.09,55,40,9.22,CA,1701253341
307,aykhal,66.0,111.5,5.25,92,100,12.77,RU,1701253604
308,kassala,15.451,36.4,95.31,14,1,7.76,SD,1701253604
309,tahe,52.3333,124.7333,9.16,82,100,11.1,CN,1701253605
310,robore,-18.3333,-59.75,75.02,74,18,3.69,BO,1701253605
311,balikpapan,-1.2675,116.8289,81.59,83,20,3.44,ID,1701253606
312,afaahiti,-17.75,-149.2833,76.87,86,98,19.95,PF,1701253606
313,myitkyina,25.3833,97.4,72.16,65,100,1.16,MM,1701253349
314,porto novo,6.4965,2.6036,87.62,60,28,4.61,BJ,1701253607
315,aldan,58.6031,125.3894,0.52,97,100,9.19,RU,1701253370
316,kanker,20.2719,81.4931,82.6,46,48,5.41,IN,1701253608
317,ribeira grande,38.5167,-28.7,63.0,88,40,6.91,PT,1701253608
318,katsuura,35.1333,140.3,59.02,53,33,28.16,JP,1701253609
319,askino,56.0901,56.5783,28.53,95,100,8.79,RU,1701253609
320,berdyansk,46.7503,36.7944,51.01,82,100,38.43,UA,1701253610
321,olovyannaya,50.95,115.5667,2.12,84,99,6.71,RU,1701253610
322,alaghsas,17.0187,8.0168,87.69,11,0,14.97,NE,1701253611
323,al kharijah,25.4514,30.5464,73.89,23,0,8.05,EG,1701253611
324,kisesa,-3.0833,34.15,80.08,48,82,3.58,TZ,1701253527
325,yaren,-0.5472,166.916,81.57,81,100,12.01,NR,1701253612
326,guerrero negro,27.9769,-114.0611,62.85,74,37,9.22,MX,1701253613
327,taulaga,-11.0553,-171.0883,84.02,74,99,10.63,AS,1701253613
328,fort dodge,42.4975,-94.168,30.2,80,0,4.61,US,1701253412
329,port macquarie,-31.4333,152.9167,70.9,94,82,15.86,AU,1701253519
330,vesele,47.0148,34.915,53.17,80,95,20.45,UA,1701253614
331,sbikha,35.9333,10.0208,69.76,38,24,8.14,TN,1701253615
332,yarovoye,52.9273,78.58,35.49,55,100,10.4,RU,1701253615
333,navojoa,27.1,-109.4333,63.52,74,80,3.47,MX,1701253616
334,kyjov,49.0102,17.1225,31.68,79,61,3.78,CZ,1701253617
335,cambria,35.5641,-121.0808,56.98,86,0,5.01,US,1701253617
336,zemio,5.0314,25.1361,86.38,59,98,3.15,CF,1701253618
337,edd,13.9297,41.6925,87.12,55,93,15.32,ER,1701253618
338,midvagur,62.0511,-7.1939,40.03,70,75,11.5,FO,1701253619
339,thabazimbi,-24.5917,27.4116,98.44,18,59,7.11,ZA,1701253619
340,lata,40.1629,-8.3327,63.07,84,70,7.27,PT,1701253620
341,cadale,2.7603,46.3222,86.58,62,15,17.47,SO,1701253620
342,iwaki,37.05,140.8833,51.03,56,75,8.99,JP,1701253620
343,letlhakeng,-24.0944,25.0298,96.87,16,63,6.44,BW,1701253621
344,kingscliff,-28.2667,153.5667,74.73,94,68,6.91,AU,1701253621
345,kota kinabalu,5.9749,116.0724,85.98,74,20,3.44,MY,1701253622
346,whangarei,-35.7317,174.3239,51.48,95,10,3.62,NZ,1701253622
347,arraial do cabo,-22.9661,-42.0278,76.86,88,75,5.75,BR,1701253623
348,acarau,-2.8856,-40.12,81.23,72,86,14.36,BR,1701253623
349,springbok,-29.6643,17.8865,82.27,7,0,13.87,ZA,1701253624
350,hola,51.5377,23.1902,24.98,87,100,12.57,PL,1701253624
351,tikrit,34.6071,43.6782,61.66,22,44,11.18,IQ,1701253625
352,mirriah,13.7073,9.1501,92.01,12,0,11.5,NE,1701253625
353,oodweyne,9.4092,45.064,78.62,34,48,19.69,SO,1701253626
354,hasaki,35.7333,140.8333,52.2,47,11,12.06,JP,1701253626
355,pathein,16.7833,94.7333,84.27,60,37,5.35,MM,1701253627
356,campbell river,50.0163,-125.2446,40.44,92,5,3.06,CA,1701253627
357,kristiansund,63.1115,7.732,29.05,64,0,23.02,NO,1701253628
358,kaltan,53.5347,87.2457,20.08,91,14,2.19,RU,1701253507
359,codrington,-38.2667,141.9667,58.75,87,100,22.08,AU,1701253629
360,al qusayr,34.5091,36.5798,58.55,50,3,4.03,SY,1701253630
361,xai-xai,-25.0519,33.6442,77.25,79,81,20.13,MZ,1701253630
362,pamandzi,-12.7967,45.2794,91.18,58,20,13.8,YT,1701253631
363,mugia,43.1041,-9.2179,62.17,98,100,18.9,ES,1701253631
